index,p1.championId,p2.championId,p3.championId,p4.championId,p5.championId,p6.championId,p7.championId,p8.championId,p9.championId,p10.championId,p1.xpDiffPerMinDeltas,p2.xpDiffPerMinDeltas,p3.xpDiffPerMinDeltas,p4.xpDiffPerMinDeltas,p5.xpDiffPerMinDeltas,p6.xpDiffPerMinDeltas,p7.xpDiffPerMinDeltas,p8.xpDiffPerMinDeltas,p9.xpDiffPerMinDeltas,p10.xpDiffPerMinDeltas,t1.goldPerMinDeltas,t2.goldPerMinDeltas,t1.firstBlood,t2.firstBlood,t1.firstRiftHerald,t2.firstRiftHerald,t1.win
6981,203,268,43,81,164,147,8,202,104,91,-27.8,0,0,0,-47.1,0,47.1,0,27.8,0,1408.8,1670.4,0,1,0,1,0
6982,427,161,89,41,39,76,201,24,235,147,97.9,0,0,0,0,-97.9,0,0,0,0,1794.2,1230.4,1,0,1,0,1
6983,164,80,104,51,127,117,120,27,39,350,43,50.15,278.9,50.15,105,-105,-278.9,-43,-50.15,-50.15,1745.7,1076.1,1,0,1,0,0
6984,202,111,105,141,516,498,24,53,28,8,0,0,0,-38.4,-20.9,0,20.9,0,38.4,0,1371.8,1456.4,0,1,0,1,0
6985,64,67,517,147,61,254,516,37,777,81,16.6,-12.8,35.1,-12.8,-51.8,-16.6,-35.1,12.8,51.8,12.8,1330.5,1221.7,1,0,1,0,1
6986,161,517,134,254,21,164,32,81,238,40,24.95,-128.8,-51.2,30.6,24.95,128.8,-30.6,-24.95,51.2,-24.95,1260.2,1309.9,0,1,0,0,0
6987,39,37,523,104,61,69,98,432,51,20,-38.7,-11.65,-11.65,-39.5,32.4,-32.4,38.7,11.65,11.65,39.5,1287,1378.8,0,1,1,0,1
6988,54,15,103,147,141,42,27,104,67,117,0,0,0,0,26.7,0,0,-26.7,0,0,1619.2,1458.8,0,1,0,1,1
6989,91,22,103,58,76,56,104,350,157,61,25.2,-23.15,-23.15,126.8,5.1,-126.8,-5.1,23.15,23.15,-25.2,1426.3,1242.8,1,0,1,0,0
6990,57,517,412,119,254,30,63,22,240,39,-44.5,0,0,0,54.9,-54.9,0,0,44.5,0,1530,1578.3,0,1,1,0,1
6991,203,12,222,516,134,127,59,202,37,58,-27,-1.75,-1.75,69.3,126.7,-126.7,27,1.75,1.75,-69.3,1351.7,1253.3,1,0,0,1,0
6992,147,517,22,92,79,68,164,141,145,117,-38.55,0.8,-38.55,0,0,-0.8,0,0,38.55,38.55,1626.8,1516.6,1,0,1,0,1
6993,22,246,48,121,517,203,3,360,432,41,-64,49.3,-64,29.9,106.6,-29.9,-49.3,64,64,-106.6,1508.3,1484.3,0,1,0,1,0
6994,429,58,203,147,497,57,39,63,64,523,0,0,-56.7,0,0,0,0,0,56.7,0,1291.5,1518.1,0,1,1,0,1
6995,246,2,432,84,51,59,202,68,497,14,88.4,-20.1,-4.3,24.5,-4.3,20.1,4.3,-88.4,4.3,-24.5,1356,1416.2,0,1,1,0,1
6996,20,75,53,119,34,121,235,21,161,82,-78.1,0,0,-78.1,14,78.1,0,0,-14,78.1,1508.1,1419,1,0,0,1,1
6997,57,51,20,58,3,120,26,147,164,202,-28.85,-28.85,-89.9,0,0,89.9,28.85,0,0,28.85,1118.6,1420.7,0,1,0,1,0
6998,39,84,412,81,254,117,18,61,106,36,-133.1,45.8,-52.75,-52.75,52.3,52.75,52.75,-45.8,133.1,-52.3,1246.5,1517,0,1,0,1,0
6999,19,134,236,80,254,142,119,432,30,92,13.98,13.98,13.98,13.98,13.98,-13.98,-13.98,-13.98,-13.98,-13.98,1452.7,1239.4,1,0,1,0,1
7000,54,147,203,115,117,8,876,51,157,43,0,-30.1,0,-54.85,-54.85,0,0,54.85,30.1,54.85,1299.3,1349.1,1,0,0,1,1
7001,202,8,777,76,12,54,517,246,89,21,46.25,0,0,106.2,46.25,0,-106.2,0,-46.25,-46.25,1464.3,1258,0,1,1,0,0
7002,104,61,84,26,119,126,517,145,37,121,-148.9,79.3,43.9,18.2,18.2,-43.9,-79.3,-18.2,-18.2,148.9,1338.7,1282.1,0,1,1,0,0
7003,202,236,161,28,875,85,41,37,81,77,41.7,-26.5,41.7,-46.8,-4,26.5,4,-41.7,-41.7,46.8,1475,1272,1,0,0,1,0
7004,50,134,202,114,203,103,41,89,104,81,24.8,5.5,24.8,190.5,126.7,-5.5,-190.5,-24.8,-126.7,-24.8,1755.2,1395.7,1,0,1,0,1
7005,142,81,28,236,57,38,40,9,119,39,-4.8,-3.9,102.6,10.6,-3.9,4.8,3.9,-102.6,3.9,-10.6,1436.2,1462,0,1,0,0,0
7006,37,121,55,29,126,777,76,202,164,240,29.2,22.8,-142.6,29.2,-62.1,142.6,-22.8,-29.2,62.1,-29.2,1071.3,1256,0,1,0,1,1
7007,117,145,236,60,24,54,76,523,53,91,27.9,27.9,0,-122.3,0,0,122.3,-27.9,-27.9,0,1506.9,1635.7,1,0,1,0,0
7008,25,246,517,33,81,101,157,516,107,84,26.05,-51.2,0,0,26.05,-26.05,-26.05,0,0,51.2,1434.2,1433.3,0,1,0,1,1
7009,20,78,103,432,81,7,164,64,202,497,138.7,-47.2,-29.7,64,64,29.7,47.2,-138.7,-64,-64,1452.6,1373.2,0,1,1,0,1
7010,37,121,13,22,43,55,51,89,60,41,-57.75,28.6,-56.4,-57.75,30.4,-30.4,57.75,57.75,-28.6,56.4,1401.7,1411.5,1,0,0,1,1
7011,26,127,107,81,43,2,63,246,432,84,0,-32.1,38,0,0,-38,0,0,0,32.1,1502.5,1248.8,1,0,1,0,1
7012,432,202,58,517,120,12,107,360,39,84,46.55,46.55,-30.7,-107.4,-129.6,-46.55,129.6,-46.55,107.4,30.7,1344.7,1657.6,0,1,0,1,0
7013,523,61,126,80,64,76,164,53,81,112,6.35,-65.4,102.4,6.35,-85.3,85.3,-102.4,-6.35,-6.35,65.4,1366.7,1341.4,1,0,1,0,0
7014,26,104,119,61,57,22,63,37,164,20,0,106.6,0,0,-65,0,0,0,65,-106.6,1415.2,1422.2,0,1,1,0,1
7015,498,28,164,246,161,126,53,21,1,421,-47.65,16.6,0,0,-47.65,0,47.65,47.65,0,-16.6,1384.9,1667.5,0,1,0,1,0
7016,69,56,122,45,119,202,236,50,8,254,-195.4,0,45,0,0,0,195.4,0,-45,0,1428.6,1739,0,1,1,0,0
7017,30,57,91,121,40,267,8,141,79,157,-5.5,0,0,-150.7,-5.5,5.5,0,150.7,0,5.5,1420.4,1402.8,1,0,1,0,1
7018,69,3,267,81,2,51,25,268,157,254,-21.08,-21.08,-21.08,-21.08,-21.08,21.08,21.08,21.08,21.08,21.08,1320.3,1592.5,1,0,0,1,0
7019,21,421,164,245,16,84,121,37,78,119,-2.45,0,0,43.9,-2.45,0,0,2.45,-43.9,2.45,1238.7,1327.9,1,0,1,0,0
7020,126,91,154,26,51,777,523,30,238,16,87.48,87.48,87.48,87.48,87.48,-87.48,-87.48,-87.48,-87.48,-87.48,1597.1,1106.3,1,0,1,0,1
7021,30,89,39,254,238,53,157,240,236,28,0,0,0,0,0,0,0,0,0,0,1352.2,1386.8,0,1,0,1,1
7022,202,516,777,120,350,61,145,147,19,122,-32.22,-32.22,-32.22,-32.22,-32.22,32.22,32.22,32.22,32.22,32.22,1165.4,1476.1,0,1,0,1,0
7023,143,145,41,99,141,53,268,103,23,76,0,0,0,-59.3,0,0,0,59.3,0,0,1449.4,1621.8,0,1,0,1,0
7024,61,23,76,360,497,145,2,12,246,517,11.6,0,-34.1,0,0,0,34.1,0,0,-11.6,1523.8,1477.7,0,1,1,0,0
7025,58,25,77,81,4,121,41,147,236,235,-35.8,0,-20.8,0,0,20.8,35.8,0,0,0,1238.7,1513.7,0,1,1,0,0
7026,517,147,30,238,202,516,105,37,107,119,0,-32.25,-118.9,0,-32.25,0,0,32.25,118.9,32.25,1381.6,1719.7,1,0,0,1,0
7027,76,202,37,875,61,58,145,53,63,64,-10.3,-5.3,-5.3,254.2,-27.2,-254.2,5.3,5.3,27.2,10.3,1551,1315.8,0,1,1,0,1
7028,246,30,23,3,360,89,235,56,35,8,2,21.2,-87.6,-10.4,-10.4,10.4,10.4,-2,-21.2,87.6,1201.6,1330,1,0,0,1,0
7029,24,102,68,523,555,145,40,107,147,164,0,0,87.9,8.2,8.2,-8.2,-8.2,0,0,-87.9,1705,1404.4,0,1,1,0,0
7030,777,350,141,21,82,40,254,62,1,67,38.8,30.65,59.1,30.65,-120.3,-30.65,-59.1,120.3,-38.8,-30.65,1402.6,1402.9,1,0,0,1,0
7031,131,80,145,516,64,412,517,51,254,103,21.8,2.75,2.75,-85,79.7,-2.75,85,-2.75,-79.7,-21.8,1342.7,1233.2,1,0,1,0,1
7032,80,114,81,246,30,23,76,202,61,3,0,0,0,0,0,0,0,0,0,0,1510.6,1585.1,0,1,1,0,0
7033,412,79,555,114,145,9,432,235,61,92,9.04,9.04,9.04,9.04,9.04,-9.04,-9.04,-9.04,-9.04,-9.04,1390.1,1121.9,1,0,1,0,1
7034,107,51,8,54,37,427,22,3,1,114,-4.9,0,0,0,-200,4.9,0,0,200,0,1345.7,1291.3,0,1,1,0,0
7035,58,61,22,12,77,3,202,24,63,30,0,0,-14.45,-14.45,15,0,14.45,0,14.45,-15,1558.1,1418.7,1,0,1,0,1
7036,517,360,89,23,76,58,56,63,201,81,-18,-57.85,-57.85,-82.1,-111.8,82.1,111.8,18,57.85,57.85,1191,1438.7,1,0,1,0,0
7037,69,37,240,92,30,22,55,9,53,41,-36.2,-36.2,-23.5,-23.5,-21.9,36.2,23.5,21.9,36.2,23.5,1317.7,1658.6,0,1,0,0,0
7038,40,875,202,236,76,117,29,30,497,555,0,-8.8,0,76.1,76.1,0,-76.1,-76.1,0,8.8,1398.4,1248.5,1,0,1,0,0
7039,58,25,22,36,268,236,68,53,235,28,-37.8,0,0,22.9,0,37.8,0,0,0,-22.9,1361.9,1479.2,0,1,1,0,0
7040,86,89,147,64,268,43,41,68,119,28,0,0,0,35.5,0,0,0,0,0,-35.5,1533.6,1411,1,0,1,0,1
7041,63,54,104,360,161,102,68,117,523,69,6.95,-33.4,29.1,6.95,128.4,-29.1,-128.4,-6.95,-6.95,33.4,1702.2,1438.2,1,0,1,0,0
7042,120,23,37,235,28,119,91,30,875,89,0,0,9.85,9.85,-50.9,-9.85,0,50.9,0,-9.85,1447.3,1429.4,0,1,1,0,0
7043,104,26,164,69,235,134,432,39,203,517,14.3,-2.05,-27.4,214.3,-2.05,2.05,2.05,27.4,-14.3,-214.3,1369.5,1232.5,1,0,1,0,1
7044,38,2,81,106,147,120,22,10,68,89,0,55.8,-52.35,0,-52.35,-55.8,52.35,0,0,52.35,1520.5,1467.5,1,0,1,0,0
7045,120,115,236,45,147,12,518,157,30,39,85.6,48.1,0,48.1,0,-48.1,-48.1,0,-85.6,0,1567.7,1304.1,1,0,1,0,1
7046,421,3,8,201,81,80,30,517,202,39,31.1,1.5,-5.4,-11.35,-11.35,11.35,-31.1,-1.5,11.35,5.4,1356.7,1398.6,1,0,1,0,0
7047,9,164,25,134,157,53,38,1,120,202,27.7,0,24.85,24.85,0,-24.85,0,0,-27.7,-24.85,1484.8,1203.8,0,1,1,0,1
7048,81,121,245,89,23,76,58,235,84,875,-43.05,-57.3,-120.8,-43.05,-112.3,57.3,120.8,43.05,112.3,43.05,1115.8,1629.6,0,1,1,0,0
7049,523,24,120,555,147,360,91,254,8,45,95.18,95.18,95.18,95.18,95.18,-95.18,-95.18,-95.18,-95.18,-95.18,1953.6,1198.3,1,0,1,0,1
7050,8,427,3,81,18,147,517,523,64,516,0,0,-231.5,0,86.3,0,231.5,0,0,-86.3,1301,1549.6,0,1,0,1,0
7051,412,92,45,777,107,145,497,421,1,114,-30.7,-30.7,-30.7,-30.7,-30.7,30.7,30.7,30.7,30.7,30.7,1290,1544.9,0,1,0,1,0
7052,107,517,516,432,22,55,202,26,30,266,-2.3,0,0,-255.7,0,255.7,0,0,2.3,0,1277.3,1427.9,0,1,1,0,0
7053,164,245,876,37,34,202,141,103,555,58,-105,0,72.5,0,0,0,-72.5,0,0,105,1343.7,1246,0,1,0,1,0
7054,82,267,84,141,51,254,517,164,117,268,38.36,38.36,38.36,38.36,38.36,-38.36,-38.36,-38.36,-38.36,-38.36,1502.2,1241.5,1,0,1,0,1
7055,41,35,80,147,99,23,60,555,523,517,0,56.9,-36.35,-36.35,0,0,-56.9,36.35,36.35,0,1383.9,1464.7,0,1,0,1,1
7056,12,30,38,523,23,81,53,268,150,120,-4.2,-115.5,7.3,-4.2,-64.9,4.2,4.2,-7.3,64.9,115.5,1436.4,1524.5,0,1,0,1,1
7057,3,245,114,99,51,121,164,50,235,37,0,1.4,0,-21.75,-21.75,-1.4,0,0,21.75,21.75,1159,1366.4,0,1,0,1,0
7058,876,236,36,555,245,161,37,58,203,81,-58.2,212.1,-153,-50.95,-50.95,50.95,-212.1,153,58.2,50.95,1410.7,1510.7,1,0,1,0,0
7059,86,77,51,40,38,157,126,28,412,202,75.7,70.8,32.65,32.65,-45.1,45.1,-75.7,-70.8,-32.65,-32.65,1531.5,1373.9,0,1,0,1,0
7060,360,254,432,517,86,122,1,245,235,89,36.05,44.2,36.05,7,25.8,-25.8,-7,-44.2,-36.05,-36.05,1260.4,1197.1,1,0,1,0,0
7061,164,81,517,76,111,266,555,245,89,50,7.32,7.32,7.32,7.32,7.32,-7.32,-7.32,-7.32,-7.32,-7.32,1338.2,1374.5,1,0,0,1,0
7062,89,120,81,240,43,18,107,41,3,115,0,-125.2,0,-41.6,0,0,125.2,41.6,0,0,1602.7,1703.8,0,1,1,0,0
7063,5,13,777,119,25,35,89,114,157,498,26.4,44.7,-15.1,-15.5,-15.5,-26.4,15.5,15.1,-44.7,15.5,1431.2,1281.9,1,0,1,0,0
7064,412,99,523,121,164,203,147,41,81,40,-6.05,3.4,-6.05,-94.1,-111.4,94.1,-3.4,111.4,6.05,6.05,1175.4,1315.6,0,1,0,1,0
7065,30,145,875,38,238,497,64,202,84,157,29.16,29.16,29.16,29.16,29.16,-29.16,-29.16,-29.16,-29.16,-29.16,1445.7,1282.3,1,0,0,0,1
7066,81,58,104,1,147,62,202,68,111,20,0,0,111.5,0,0,0,0,0,0,-111.5,1448.3,1279.5,1,0,1,0,0
7067,54,141,117,51,147,81,9,91,516,555,-62.6,-29.1,16.45,16.45,-31.8,-16.45,29.1,31.8,62.6,-16.45,1409.4,1502,1,0,0,1,0
7068,114,89,76,268,236,164,412,22,84,64,162.1,162.1,162.1,162.1,162.1,-162.1,-162.1,-162.1,-162.1,-162.1,1896.3,917.5,1,0,1,0,1
7069,104,115,58,517,555,202,9,43,236,516,0,16.35,0,-37.8,16.35,-16.35,0,-16.35,37.8,0,1491.6,1353.3,1,0,1,0,0
7070,43,64,31,202,236,164,142,76,1,81,0,2.5,0,0,0,0,0,-2.5,0,0,1303.2,1372.5,0,1,1,0,0
7071,154,8,201,78,51,38,80,163,875,41,-85.4,23.8,26.2,-48.2,26.2,-23.8,-26.2,-26.2,85.4,48.2,1365.9,1340.1,1,0,1,0,0
7072,35,80,875,45,147,141,38,360,3,39,38.3,-42.65,0,0,-42.65,-38.3,42.65,0,0,42.65,1572,1383,1,0,1,0,1
7073,18,120,157,12,517,23,117,427,202,11,0,0,0,0,0,0,0,0,0,0,1376.1,1520.4,0,1,0,1,1
7074,201,115,92,141,81,86,497,76,235,120,0,0,-75,63.3,0,75,0,0,0,-63.3,1410.2,1436.6,1,0,0,0,1
7075,119,2,777,58,1,142,89,76,202,39,-73.6,-73.6,-73.6,-73.6,-73.6,73.6,73.6,73.6,73.6,73.6,1288.8,1667.8,1,0,0,1,0
7076,56,28,84,22,117,236,145,12,120,63,-55.8,41,0,0,0,55.8,0,0,-41,0,1395.2,1446.6,0,1,0,0,0
7077,61,223,202,777,59,114,80,134,360,141,-12.9,42.3,42.3,-163.4,-142.8,163.4,-42.3,12.9,-42.3,142.8,1287,1558.9,1,0,0,1,0
7078,38,22,104,117,3,142,37,876,114,44,-104.3,8.55,93.2,8.55,19.8,104.3,-8.55,-93.2,-19.8,-8.55,1370.9,1346.6,1,0,0,1,1
7079,497,107,103,121,51,89,202,92,127,64,21.5,101.5,-38.7,54.4,21.5,-21.5,-21.5,-101.5,38.7,-54.4,1338,1332.8,0,1,1,0,1
7080,99,145,517,427,157,238,28,16,58,202,24.35,24.35,61.9,-65.5,31.3,-31.3,65.5,-24.35,-61.9,-24.35,1336.9,1299.2,1,0,0,1,1
7081,203,360,37,134,24,147,432,20,202,39,-131.34,-131.34,-131.34,-131.34,-131.34,131.34,131.34,131.34,131.34,131.34,884,1809.5,0,1,0,1,0
7082,121,202,126,136,12,21,1,141,14,37,8.5,-12.75,0,0,-12.75,12.75,0,-8.5,0,12.75,1397.6,1392.7,0,1,0,1,0
7083,360,164,350,421,142,61,236,266,89,107,23.5,23.5,23.5,23.5,23.5,-23.5,-23.5,-23.5,-23.5,-23.5,1608.9,1312.7,1,0,1,0,1
7084,89,61,202,59,8,876,412,21,236,45,51.6,89.2,51.6,59.6,-85.4,-59.6,-51.6,-51.6,85.4,-89.2,1373,1232.9,0,1,1,0,0
7085,145,18,30,89,6,38,266,111,202,246,33.5,0,119.7,33.5,0,0,0,-33.5,-33.5,-119.7,1559.2,1262.6,1,0,0,1,1
7086,202,23,134,497,120,157,432,54,3,35,-70.18,-70.18,-70.18,-70.18,-70.18,70.18,70.18,70.18,70.18,70.18,1212.5,1654.7,1,0,0,1,0
7087,79,164,61,43,235,30,63,58,497,22,74.5,-13.2,-26.1,-19.95,-19.95,-74.5,26.1,13.2,19.95,19.95,1305.6,1274.6,0,1,1,0,1
7088,238,516,104,30,518,876,40,21,56,517,31.3,11.3,-24,60.8,60.8,24,-60.8,-60.8,-11.3,-31.3,1512.3,1262.9,0,1,1,0,0
7089,79,51,18,89,58,107,12,22,266,134,3.52,3.52,3.52,3.52,3.52,-3.52,-3.52,-3.52,-3.52,-3.52,1337.5,1177.1,0,1,1,0,1
7090,120,119,106,105,63,202,35,412,777,8,-32.4,-18.7,0,0,-18.7,18.7,32.4,18.7,0,0,1188.5,1367.1,0,1,0,1,0
7091,412,145,122,56,35,98,202,203,147,142,12.65,12.65,-82.4,-21.3,3.8,82.4,-12.65,-3.8,-12.65,21.3,1421.2,1403.7,0,1,0,1,1
7092,23,134,25,164,104,147,114,79,202,517,0,43.75,43.75,0,1.6,-43.75,0,-1.6,-43.75,0,1341.9,1410.6,0,1,0,1,0
7093,133,141,31,55,350,61,236,63,74,203,0,0,0,0,0,0,0,0,0,0,1321,1923.7,0,1,0,1,0
7094,81,555,268,107,85,96,102,516,12,157,0,0,-88.9,202.75,202.75,88.9,-202.75,0,0,-202.75,1600.6,1216.6,1,0,1,0,1
7095,517,16,58,236,81,112,98,420,555,202,0,0,0,0,0,0,0,0,0,0,1365.2,1463.5,0,1,0,0,0
7096,432,202,78,9,58,22,777,412,875,876,-95.04,-95.04,-95.04,-95.04,-95.04,95.04,95.04,95.04,95.04,95.04,1136.4,1839.7,0,1,0,1,0
7097,412,21,421,84,24,92,876,202,141,555,-61.8,-61.8,-5.8,15.4,94.9,-94.9,-15.4,61.8,5.8,61.8,1374.8,1581.5,0,1,0,1,0
7098,141,145,38,412,133,106,350,236,120,1,-3.7,42,9.3,42,36.6,-36.6,-42,-42,3.7,-9.3,1571.3,1427.9,0,1,0,0,0
7099,28,80,14,81,84,134,203,44,429,516,-18.4,0,0,0,40.5,-40.5,18.4,0,0,0,1202.6,1223.7,1,0,0,1,0
7100,12,21,142,98,141,121,516,518,498,105,-10.15,-10.15,0,0,122.8,-122.8,0,10.15,10.15,0,1494.8,1378,0,1,1,0,0
7101,254,134,147,81,85,56,4,876,202,12,-56.1,0,-26.9,-26.9,0,0,0,56.1,26.9,26.9,1214.5,1390.9,0,1,0,1,0
7102,145,141,875,420,3,876,56,8,21,432,-35.8,-15,26.5,-8.4,-35.8,15,-26.5,8.4,35.8,35.8,1347.6,1440.5,1,0,0,1,1
7103,20,92,245,53,81,34,223,2,98,202,42.56,42.56,42.56,42.56,42.56,-42.56,-42.56,-42.56,-42.56,-42.56,1740.4,1205.7,1,0,1,0,1
7104,107,14,67,4,98,104,80,8,202,164,-103.1,5.9,2.1,29.1,2.1,103.1,-2.1,-29.1,-2.1,-5.9,1302.4,1407.7,0,1,0,1,0
7105,114,99,81,427,7,235,64,134,26,84,91.7,-29.9,-29.9,23.8,11,29.9,-23.8,-11,29.9,-91.7,1422.3,1272,1,0,0,1,1
7106,68,12,22,266,147,126,236,497,28,115,-35.98,-35.98,-35.98,-35.98,-35.98,35.98,35.98,35.98,35.98,35.98,1220.3,1465.3,0,1,1,0,0
7107,50,81,238,120,85,3,202,517,8,203,-0.2,-0.2,-0.2,-0.2,-0.2,0.2,0.2,0.2,0.2,0.2,1495,1331.1,1,0,0,1,0
7108,131,202,89,203,57,51,427,777,79,12,88.5,55.05,55.05,81.3,-17.7,-55.05,-81.3,-88.5,17.7,-55.05,1490.4,1358.5,1,0,1,0,1
7109,246,24,22,555,30,63,164,235,518,203,21.08,21.08,21.08,21.08,21.08,-21.08,-21.08,-21.08,-21.08,-21.08,1666.3,1524.4,0,1,1,0,1
7110,131,201,22,133,141,432,777,127,76,202,-42.8,-18.2,-18.2,0,0,18.2,0,42.8,0,18.2,1326.3,1507.1,0,1,0,1,0
7111,136,145,53,5,31,80,114,104,147,202,10.2,0,0,0,0,0,0,0,-10.2,0,1436.7,1355.8,0,1,1,0,1
7112,54,51,38,26,122,68,875,235,421,147,0,0,-40.7,0,34,0,0,0,-34,40.7,1238.9,1342.1,0,1,0,1,1
7113,61,89,76,420,119,421,81,10,412,8,96.82,96.82,96.82,96.82,96.82,-96.82,-96.82,-96.82,-96.82,-96.82,1651.7,1198,1,0,1,0,1
7114,61,85,89,104,81,117,202,113,68,126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7115,202,164,246,876,43,40,106,236,245,21,0,53.1,0,-72.2,0,0,-53.1,0,72.2,0,1243,1435.1,1,0,1,0,0
7116,517,202,432,58,427,147,8,121,17,43,0,0,0,33.7,-53.3,0,0,53.3,-33.7,0,1339.4,1134.8,1,0,0,1,0
7117,164,89,55,22,245,53,517,67,120,266,-64.1,-3.75,-52.4,-3.75,45.1,3.75,52.4,3.75,-45.1,64.1,1390.9,1519.3,0,1,1,0,0
7118,555,23,117,876,360,157,427,235,114,89,0,0,0,152.7,0,0,-152.7,0,0,0,1750.6,1336.9,1,0,1,0,1
7119,117,777,120,74,26,523,43,516,64,147,19,-63.5,27.5,23.85,23.85,-23.85,-23.85,-19,-27.5,63.5,1378.1,1514.2,0,1,1,0,0
7120,164,245,246,12,202,235,120,54,40,134,17.8,-174.2,-68,4.45,4.45,-4.45,174.2,-17.8,-4.45,68,1367.1,1480.2,1,0,0,1,0
7121,85,119,68,121,22,38,35,84,63,202,33.2,0,0,-46.2,0,-33.2,46.2,0,0,0,1645.5,1426.5,0,1,0,1,1
7122,38,37,121,21,516,74,107,53,58,134,0,-18.9,-8,-18.9,0,18.9,8,18.9,0,0,1345.5,1511.7,0,1,1,0,1
7123,91,12,235,35,17,105,360,117,79,266,-67.85,0,-67.85,10.8,0,67.85,0,0,-10.8,67.85,1401.4,1362.6,0,1,0,1,0
7124,20,238,202,111,75,45,427,236,114,99,33.5,36.7,19.2,19.2,-9.5,-19.2,-33.5,-36.7,9.5,-19.2,1445.7,1203.2,1,0,0,1,1
7125,360,64,111,58,267,421,164,69,81,12,44.35,-50.8,-4.7,-31.7,44.35,50.8,31.7,4.7,-44.35,-44.35,1460.3,1206.8,0,1,0,1,1
7126,78,80,105,145,203,23,117,517,157,427,0,0,0,0,0,0,0,0,0,0,1480.5,1471.3,1,0,0,1,0
7127,107,39,67,134,412,245,89,21,114,120,84.4,-49.2,-7.5,-118,-7.5,118,7.5,7.5,49.2,-84.4,1420,1441.2,0,1,1,0,0
7128,126,64,119,147,69,17,35,115,555,18,21.4,52.8,2.15,2.15,-26.8,-21.4,-52.8,-2.15,-2.15,26.8,1354.3,1333.5,1,0,1,0,0
7129,54,127,201,81,120,61,80,119,2,164,-102.7,-24.2,36.1,36.1,-50.5,24.2,-36.1,-36.1,50.5,102.7,1399,1346.4,1,0,0,1,1
7130,201,50,18,104,164,53,98,235,236,517,-87.4,-87.4,0,194.3,0,87.4,0,87.4,0,-194.3,1502.4,1342,0,1,1,0,1
7131,236,104,39,134,518,147,40,107,117,203,96.88,96.88,96.88,96.88,96.88,-96.88,-96.88,-96.88,-96.88,-96.88,1960.4,1236.3,0,1,0,0,1
7132,21,64,61,432,24,84,523,518,245,58,19.15,0,-124.3,19.15,0,124.3,-19.15,-19.15,0,0,1255.1,1514.6,0,1,0,1,0
7133,54,202,1,26,107,147,81,120,84,14,-94.4,-1.55,-23.1,-1.55,4.7,1.55,1.55,-4.7,23.1,94.4,1209.7,1492.9,0,1,0,1,0
7134,126,497,81,105,64,145,876,164,25,84,-46.7,46.35,46.35,0,0,-46.35,0,0,-46.35,46.7,1243.1,1293.7,0,1,0,1,0
7135,99,103,163,266,202,55,24,147,81,104,-5.55,0,-133,0,-5.55,0,0,5.55,5.55,133,1415.9,1650.1,0,1,0,1,1
7136,133,104,4,22,103,53,236,1,421,6,0,2.9,0,-6.25,-6.25,6.25,6.25,0,-2.9,0,1447.6,1417,0,1,0,1,1
7137,89,64,145,3,84,114,517,497,104,81,-91.86,-91.86,-91.86,-91.86,-91.86,91.86,91.86,91.86,91.86,91.86,1239,1756.1,0,1,0,1,0
7138,131,2,122,21,99,147,98,13,22,254,0,128.7,0,3.85,3.85,-3.85,0,0,-3.85,-128.7,1673.7,1375.4,1,0,0,1,1
7139,28,145,236,58,37,164,202,39,80,876,-41.9,-74.85,-72.4,71.8,-74.85,-71.8,74.85,72.4,74.85,41.9,1260,1517.3,1,0,0,1,1
7140,145,555,91,266,32,120,55,81,164,350,-38.2,-38.2,0,0,32.1,-32.1,0,38.2,0,38.2,1336.8,1300.3,0,1,1,0,0
7141,29,134,235,62,517,12,202,236,245,58,63.55,-7.5,63.55,-102.3,57.9,-63.55,-63.55,7.5,-57.9,102.3,1350.3,1341.1,0,1,1,0,1
7142,105,44,107,92,22,350,23,517,64,84,0,0,145.7,139.6,0,0,0,0,-145.7,-139.6,1483.2,1307.5,1,0,1,0,1
7143,120,78,350,21,142,92,121,105,201,236,-79.3,34.4,1.55,1.55,12.3,-34.4,79.3,-12.3,-1.55,-1.55,1336.6,1195.2,1,0,0,1,1
7144,201,236,133,145,30,23,117,119,150,9,22.55,22.55,0,0,0,0,-22.55,-22.55,0,0,1686.4,1152.7,0,1,1,0,1
7145,876,98,61,53,119,18,79,164,111,81,0,18.9,0,0,0,0,0,-18.9,0,0,1525.4,1310.5,0,1,1,0,1
7146,30,17,81,25,236,105,360,412,54,20,11.9,25.7,23.25,23.25,195.3,-195.3,-23.25,-23.25,-25.7,-11.9,1494.1,1073.4,1,0,1,0,1
7147,3,54,119,76,58,350,81,517,104,38,25.6,0,25.6,135.7,0,-25.6,-25.6,0,-135.7,0,1560.5,1163.5,0,1,1,0,1
7148,497,876,157,54,61,98,111,360,555,30,-55.56,-55.56,-55.56,-55.56,-55.56,55.56,55.56,55.56,55.56,55.56,1182.1,1568.8,0,1,0,1,0
7149,203,202,412,517,39,145,497,78,104,268,-9.2,11.4,11.4,-85.8,32.9,-11.4,-11.4,-32.9,9.2,85.8,1390.6,1311.6,1,0,1,0,0
7150,86,4,64,202,3,106,236,28,18,518,0,0,-21.5,0,0,0,0,21.5,0,0,1513.6,1294.2,0,1,0,1,1
7151,555,202,13,266,141,421,54,26,67,105,0,0,0,31.3,113.2,-113.2,-31.3,0,0,0,1504.9,1179.5,1,0,1,0,0
